"intGlCode","Fk_Licence","FK_Licence_Type","varTitle","chrFileFlag","varFile","varFileUrl","intDisplayOrder","chrDelete","chrPublish","dtCreateDate","dtModifyDate","varIpAddress","PUserGlCode","varAdminReview"
"265","14","1","View Amendment #3 (Assignment of Paramount Media Licence)","U","AmendmentNo.3HurleysEntertainmentCorporation_1450444484.pdf",NULL,"4","N","Y","2015-12-18 08:14:45","2016-10-25 05:00:02","179.218.172.243","2",NULL
"266","20","1","View Amendment #6 (Allocation of 800MHz Spectrum)","U","2016_04_19CIGAmendment6_signed_1466614928.pdf",NULL,"7","N","Y","2016-06-22 01:02:08","2016-10-22 07:25:10","179.218.172.243","2",NULL
"267","5","1","View Amendment #23 (Change doing business as name to 'FLOW')","U","AmendmentNo.23totheLicenceofCWsigned_1481736379.pdf",NULL,"1","N","Y","2016-12-14 12:26:19","2016-12-14 12:27:55","189.122.98.8","2",NULL
"268","3","1","View Amendment #29 (5 Additional NXX's)","U","AmendmentNo29totheLicenceofDigicelNXXAdditionSIGNED_1493081729.pdf",NULL,"33","N","Y","2017-04-24 08:55:29","2017-04-24 08:57:13","208.168.255.61","2",NULL
"269","42","1","View Licence Document","U","SpreadtheWordInternationalMinistriesT-AVoice97.7Licence-signed_1496270522.pdf",NULL,"1","N","Y","2017-05-31 06:42:02","2017-05-31 06:42:02","189.122.99.80","2",NULL
"270","3","1","View Amendment #30 (Allocation of 7800 MHz and 8200 MHz Spectrum)","U","DigicelLicenceAmendmentNo30Allocationof7816-78728201-8257MHzSigned_1497571003.pdf",NULL,"3","N","Y","2017-06-15 05:15:46","2017-06-15 07:56:43","189.122.99.80","2",NULL
"271","3","1","View Amendment #31","U","20180510143645326_1526628540.pdf",NULL,"34","N","Y","2018-05-18 03:29:00","2018-05-18 03:29:46","27.54.170.98","1",NULL
"272","37","1","Amendment #25 (Additional spectrum assignment- Band 71)","U","AmendmentNo25toLicenceofWestTelLimited_signedAF_1562185609.pdf",NULL,"1","Y","Y","2019-07-03 04:26:49","2019-07-03 05:36:03","173.193.29.45","1",NULL
"273","18","1","Amendment #25 (Additional spectrum assignment- Band 71)","U","AmendmentNo25toLicenceofWestTelLimited_signedAF_1562189696.pdf",NULL,"2","N","Y","2019-07-03 05:34:56","2019-07-03 05:34:56","103.226.187.41","1",NULL
"274","43","1","E2 Maxcom","U","2019UTILITYREGULATIONANDCOMPETITIONOFFICEMaxcomsignedAF_1569396126.pdf",NULL,"4","N","Y","2019-09-25 03:22:06","2019-09-25 03:22:06","103.226.187.41","1",NULL
"275","18","1","Amendment #26 (Licence of WestTel Limited)","U","AmendmentNo26toLicenceofWestTelLimited_1585334645.pdf",NULL,"1","N","Y","2020-03-27 02:44:05","2020-03-27 02:44:05","27.54.170.98","1",NULL
"276","43","1","E3 Maxcom","U","2019UTILITYREGULATIONANDCOMPETITIONOFFICEMaxcomsignedAF_15693961261_1587769019.pdf",NULL,"3","N","N","2020-04-24 06:56:59","2020-04-24 09:10:43","27.54.170.98","1",NULL
"277","3","1","View Amendment #33","U","DigicelLicenceAmendmentNo33Extension_1588178458.pdf",NULL,"2","N","Y","2020-04-29 12:40:58","2020-04-29 12:40:58","27.54.170.98","1",NULL
"278","43","1","E3 Maxcom","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1589961326.pdf",NULL,"2","N","N","2020-05-20 03:55:26","2020-05-20 03:55:26","27.54.170.98","1",NULL
"279","43","1","E3 Maxcom","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1593499361.pdf",NULL,"1","N","N","2020-06-30 02:42:41","2020-06-30 02:42:41","27.54.170.98","1",NULL
"280","46","1","E3","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1593784060.pdf",NULL,"1","N","Y","2020-07-03 09:47:40","2020-07-03 09:47:40","27.54.170.98","1",NULL
"281","47","1","UTILITY REGULATION AND COMPETITION OFFICE","U","SaltLtdInternetExchangePointLicenceFinal_1616674300.pdf",NULL,"1","N","Y","2021-03-25 08:11:40","2021-03-25 08:11:40","103.226.184.100","1",NULL
"282","3","1","View Amendment #34","U","DigicelLicenceAmendment34November2020_1620232885.pdf",NULL,"1","N","Y","2021-05-05 12:41:25","2021-05-05 12:41:25","27.54.170.98","1",NULL
